0.000 1.000 9.000 0.0
0.010 0.995 8.189 0.1
0.040 0.980 7.443 0.2
0.090 0.955 6.768 0.3
0.160 0.921 6.153 0.4
0.250 0.877 5.594 0.5
0.360 0.825 5.086 0.6
0.490 0.765 4.625 0.7
0.640 0.697 4.205 0.8
0.810 0.621 3.823 0.9
1.000 0.540 3.476 1.0
1.210 0.454 3.160 1.1
1.440 0.363 2.873 1.2
1.690 0.268 2.612 1.3
1.960 0.170 2.374 1.4
2.250 0.071 2.159 1.5
2.560 -0.030 1.962 1.6
2.890 -0.130 1.784 1.7
3.240 -0.227 1.622 1.8
3.610 -0.321 1.475 1.9
4.000 -0.408 1.341 2.0
4.410 -0.489 1.219 2.1
4.840 -0.562 1.108 2.2
5.290 -0.626 1.007 2.3
5.760 -0.681 0.916 2.4
6.250 -0.726 0.833 2.5
6.760 -0.762 0.757 2.6
7.290 -0.788 0.688 2.7
7.840 -0.803 0.626 2.8
8.410 -0.809 0.569 2.9
9.000 -0.804 0.517 3.0
9.610 -0.789 0.470 3.1
10.240 -0.765 0.427 3.2
10.890 -0.730 0.389 3.3
11.560 -0.686 0.353 3.4
12.250 -0.633 0.321 3.5
12.960 -0.572 0.292 3.6
13.690 -0.502 0.265 3.7
14.440 -0.426 0.241 3.8
15.210 -0.342 0.219 3.9
16.000 -0.253 0.199 4.0
16.810 -0.159 0.181 4.1
17.640 -0.061 0.165 4.2
18.490 0.040 0.150 4.3
19.360 0.141 0.136 4.4
20.250 0.243 0.124 4.5
21.160 0.342 0.113 4.6
22.090 0.438 0.102 4.7
23.040 0.530 0.093 4.8
24.010 0.618 0.085 4.9
25.000 0.699 0.077 5.0
26.010 0.774 0.070 5.1
27.040 0.842 0.064 5.2
28.090 0.901 0.058 5.3
29.160 0.951 0.053 5.4
30.250 0.992 0.048 5.5
31.360 1.023 0.044 5.6
32.490 1.043 0.040 5.7
33.640 1.053 0.036 5.8
34.810 1.052 0.033 5.9
36.000 1.040 0.030 6.0
37.210 1.018 0.027 6.1
38.440 0.985 0.025 6.2
39.690 0.942 0.023 6.3
40.960 0.889 0.021 6.4
42.250 0.827 0.019 6.5
43.560 0.757 0.017 6.6
44.890 0.679 0.015 6.7
46.240 0.593 0.014 6.8
47.610 0.500 0.013 6.9
49.000 0.402 0.012 7.0
50.410 0.298 0.011 7.1
51.840 0.190 0.010 7.2
53.290 0.079 0.009 7.3
54.760 -0.034 0.008 7.4
56.250 -0.147 0.007 7.5
57.760 -0.260 0.007 7.6
59.290 -0.372 0.006 7.7
60.840 -0.481 0.005 7.8
62.410 -0.587 0.005 7.9
64.000 -0.688 0.004 8.0
65.610 -0.784 0.004 8.1
67.240 -0.873 0.004 8.2
68.890 -0.955 0.003 8.3
70.560 -1.028 0.003 8.4
72.250 -1.093 0.003 8.5
73.960 -1.147 0.002 8.6
75.690 -1.192 0.002 8.7
77.440 -1.226 0.002 8.8
79.210 -1.249 0.002 8.9
81.000 -1.260 0.002 9.0
82.810 -1.261 0.001 9.1
84.640 -1.250 0.001 9.2
86.490 -1.228 0.001 9.3
88.360 -1.194 0.001 9.4
90.250 -1.149 0.001 9.5
92.160 -1.094 0.001 9.6
94.090 -1.028 0.001 9.7
96.040 -0.952 0.001 9.8
98.010 -0.868 0.001 9.9
