0.000000 0.000000 8.000000 0.000000
0.002000 0.299000 7.934000 0.100000
0.008000 0.596000 7.741000 0.200000
0.018000 0.889000 7.432000 0.300000
0.032000 1.176000 7.024000 0.400000
0.050000 1.456000 6.538000 0.500000
0.072000 1.725000 5.994000 0.600000
0.098000 1.983000 5.416000 0.700000
0.128000 2.228000 4.826000 0.800000
0.162000 2.457000 4.248000 0.900000
0.200000 2.670000 3.701000 1.000000
0.242000 2.865000 3.201000 1.100000
0.288000 3.041000 2.760000 1.200000
0.338000 3.197000 2.382000 1.300000
0.392000 3.333000 2.072000 1.400000
0.450000 3.448000 1.828000 1.500000
0.512000 3.542000 1.648000 1.600000
0.578000 3.615000 1.523000 1.700000
0.648000 3.668000 1.445000 1.800000
0.722000 3.701000 1.405000 1.900000
0.800000 3.714000 1.395000 2.000000
0.882000 3.708000 1.409000 2.100000
0.968000 3.684000 1.441000 2.200000
1.058000 3.643000 1.487000 2.300000
1.152000 3.586000 1.541000 2.400000
1.250000 3.515000 1.600000 2.500000
1.352000 3.430000 1.660000 2.600000
1.458000 3.334000 1.719000 2.700000
1.568000 3.229000 1.774000 2.800000
1.682000 3.115000 1.825000 2.900000
1.800000 2.995000 1.870000 3.000000
1.922000 2.869000 1.909000 3.100000
2.048000 2.739000 1.941000 3.200000
2.178000 2.607000 1.967000 3.300000
2.312000 2.473000 1.987000 3.400000
2.450000 2.340000 2.001000 3.500000
2.592000 2.208000 2.009000 3.600000
2.738000 2.079000 2.013000 3.700000
2.888000 1.954000 2.012000 3.800000
3.042000 1.834000 2.008000 3.900000
3.200000 1.719000 2.000000 4.000000
3.362000 1.611000 1.989000 4.100000
3.528000 1.511000 1.976000 4.200000
3.698000 1.418000 1.960000 4.300000
3.872000 1.334000 1.943000 4.400000
4.050000 1.258000 1.924000 4.500000
4.232000 1.192000 1.904000 4.600000
4.418000 1.135000 1.884000 4.700000
4.608000 1.088000 1.863000 4.800000
4.802000 1.050000 1.842000 4.900000
5.000000 1.022000 1.820000 5.000000
5.202000 1.003000 1.799000 5.100000
5.408000 0.993000 1.777000 5.200000
5.618000 0.993000 1.756000 5.300000
5.832000 1.001000 1.735000 5.400000
6.050000 1.018000 1.714000 5.500000
6.272000 1.042000 1.694000 5.600000
6.498000 1.074000 1.674000 5.700000
6.728000 1.113000 1.654000 5.800000
6.962000 1.159000 1.635000 5.900000
7.200000 1.211000 1.617000 6.000000
7.442000 1.269000 1.599000 6.100000
7.688000 1.332000 1.581000 6.200000
7.938000 1.400000 1.564000 6.300000
8.192000 1.473000 1.548000 6.400000
8.450000 1.549000 1.532000 6.500000
8.712000 1.629000 1.516000 6.600000
8.978000 1.711000 1.501000 6.700000
9.248000 1.796000 1.487000 6.800000
9.522000 1.882000 1.473000 6.900000
9.800000 1.969000 1.459000 7.000000
10.082000 2.057000 1.445000 7.100000
10.368000 2.146000 1.432000 7.200000
10.658000 2.235000 1.419000 7.300000
10.952000 2.323000 1.406000 7.400000
11.250000 2.411000 1.393000 7.500000
11.552000 2.498000 1.381000 7.600000
11.858000 2.583000 1.369000 7.700000
12.168000 2.667000 1.356000 7.800000
12.482000 2.750000 1.344000 7.900000
12.800000 2.830000 1.332000 8.000000
13.122000 2.908000 1.320000 8.100000
13.448000 2.984000 1.307000 8.200000
13.778000 3.058000 1.295000 8.300000
14.112000 3.129000 1.282000 8.400000
14.450000 3.198000 1.270000 8.500000
14.792000 3.264000 1.257000 8.600000
15.138000 3.327000 1.245000 8.700000
15.488000 3.388000 1.232000 8.800000
15.842000 3.447000 1.219000 8.900000
16.200000 3.503000 1.206000 9.000000
16.562000 3.556000 1.193000 9.100000
16.928000 3.607000 1.179000 9.200000
17.298000 3.655000 1.166000 9.300000
17.672000 3.702000 1.152000 9.400000
18.050000 3.746000 1.139000 9.500000
18.432000 3.788000 1.125000 9.600000
18.818000 3.828000 1.111000 9.700000
19.208000 3.866000 1.097000 9.800000
19.602000 3.902000 1.083000 9.900000
