0.3690 0.0840 1.3610 0.0000
0.3680 0.0860 1.3570 0.0000
0.3690 0.0830 1.3620 0.0000
0.3700 0.0800 1.3610 0.0000
0.3690 0.0850 1.3670 0.0000
0.3650 0.0940 1.3750 0.0000
0.3660 0.1050 1.3800 0.0000
0.3640 0.1140 1.3800 0.0000
0.3580 0.0960 1.3920 0.0000
4.4920 0.9150 12.8950 2.0000
5.0620 3.2870 12.4920 2.0830
3.4730 2.3400 9.0650 2.1670
4.3650 0.9210 12.4270 2.2500
3.2830 0.5140 8.4060 2.3330
0.3560 0.0870 1.3870 3.0000
0.3620 0.0930 1.3780 3.0830
0.3630 0.0860 1.3790 3.1670
0.3470 0.0880 1.4020 3.5830
2.5930 0.3690 6.0000 4.3330
0.3640 0.0850 1.3720 11.9170
0.3690 0.0800 1.3730 14.3330
