0.000 2.000 9.000 0.0
0.300 2.528 8.821 0.2
0.600 2.989 8.587 0.4
0.900 3.323 8.302 0.6
1.200 3.487 7.974 0.8
1.500 3.461 7.612 1.0
1.800 3.247 7.230 1.2
2.100 2.873 6.841 1.4
2.400 2.388 6.458 1.6
2.700 1.853 6.094 1.8
3.000 1.336 5.763 2.0
3.300 0.905 5.473 2.2
3.600 0.614 5.234 2.4
3.900 0.501 5.050 2.6
4.200 0.580 4.924 2.8
4.500 0.841 4.853 3.0
4.800 1.251 4.834 3.2
5.100 1.756 4.859 3.4
5.400 2.293 4.918 3.6
5.700 2.793 4.998 3.8
6.000 3.191 5.087 4.0
6.300 3.436 5.172 4.2
6.600 3.497 5.238 4.4
6.900 3.366 5.273 4.6
7.200 3.060 5.266 4.8
7.500 2.618 5.210 5.0
7.800 2.097 5.099 5.2
8.100 1.564 4.931 5.4
8.400 1.086 4.706 5.6
8.700 0.726 4.430 5.8
9.000 0.529 4.108 6.0
9.300 0.520 3.752 6.2
9.600 0.702 3.373 6.4
9.900 1.049 2.984 6.6
10.200 1.519 2.599 6.8
10.500 2.050 2.231 7.0
10.800 2.575 1.892 7.2
11.100 3.026 1.595 7.4
11.400 3.346 1.346 7.6
11.700 3.493 1.152 7.8
12.000 3.448 1.015 8.0
12.300 3.218 0.935 8.2
12.600 2.832 0.907 8.4
12.900 2.339 0.925 8.6
13.200 1.803 0.978 8.8
13.500 1.291 1.056 9.0
13.800 0.871 1.144 9.2
14.100 0.596 1.231 9.4
14.400 0.500 1.301 9.6
14.700 0.597 1.342 9.8
15.000 0.874 1.344 10.0
15.300 1.295 1.297 10.2
15.600 1.806 1.196 10.4
15.900 2.343 1.038 10.6
16.200 2.835 0.824 10.8
16.500 3.221 0.556 11.0
16.800 3.449 0.242 11.2
17.100 3.493 -0.109 11.4
17.400 3.344 -0.485 11.6
17.700 3.024 -0.873 11.8
